,source,compare,col_iguais,col_diferentes,col_dificuldade,country,total_col
28825,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__19.csv,17,39,0.6964285714285714,UK,56
28826,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__18.csv,17,39,0.6964285714285714,UK,56
28827,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__20.csv,17,39,0.6964285714285714,UK,56
28828,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__21.csv,17,39,0.6964285714285714,UK,56
28829,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__23.csv,17,39,0.6964285714285714,UK,56
28842,UK_CSV0000000000002010__9.csv,UK_CSV0000000000007396.csv,25,47,0.6527777777777778,UK,72
28860,UK_CSV0000000000007396__13.csv,UK_CSV0000000000007396.csv,18,42,0.7,UK,60
28939,UK_CSV0000000000002010__31.csv,UK_CSV0000000000007396.csv,15,52,0.7761194029850746,UK,67
28940,UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__6.csv,12,37,0.7551020408163265,UK,49
28941,UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__7.csv,12,37,0.7551020408163265,UK,49
28971,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__14.csv,13,27,0.675,UK,40
28972,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__5.csv,14,35,0.7142857142857143,UK,49
28973,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__3.csv,14,35,0.7142857142857143,UK,49
28982,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__10.csv,30,4,0.1176470588235294,UK,34
28984,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__12.csv,13,27,0.675,UK,40
28985,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__0.csv,14,35,0.7142857142857143,UK,49
28999,UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__8.csv,12,37,0.7551020408163265,UK,49
29009,UK_CSV0000000000006676__5.csv,UK_CSV0000000000002010__6.csv,12,45,0.7894736842105263,UK,57
29010,UK_CSV0000000000006676__5.csv,UK_CSV0000000000002010__7.csv,12,45,0.7894736842105263,UK,57
29011,UK_CSV0000000000006676__5.csv,UK_CSV0000000000006676__6.csv,14,35,0.7142857142857143,UK,49
29016,UK_CSV0000000000006676__5.csv,UK_CSV0000000000006676__7.csv,14,35,0.7142857142857143,UK,49
29017,UK_CSV0000000000006676__5.csv,UK_CSV0000000000006676__11.csv,14,35,0.7142857142857143,UK,49
29018,UK_CSV0000000000006676__5.csv,UK_CSV0000000000006676__8.csv,14,35,0.7142857142857143,UK,49
29043,UK_CSV0000000000006676__5.csv,UK_CSV0000000000002010__9.csv,12,45,0.7894736842105263,UK,57
29045,UK_CSV0000000000006676__5.csv,UK_CSV0000000000002010__8.csv,12,45,0.7894736842105263,UK,57
29050,UK_CSV0000000000006676__5.csv,UK_CSV0000000000002010__11.csv,12,45,0.7894736842105263,UK,57
29051,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__28.csv,14,37,0.7254901960784313,UK,51
29052,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__24.csv,14,37,0.7254901960784313,UK,51
29053,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__14.csv,12,36,0.75,UK,48
29054,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__12.csv,12,36,0.75,UK,48
29055,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__15.csv,12,36,0.75,UK,48
29056,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__13.csv,12,36,0.75,UK,48
29057,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__17.csv,12,36,0.75,UK,48
29064,UK_CSV0000000000002010__10.csv,UK_CSV0000000000007396.csv,24,49,0.6712328767123288,UK,73
29098,UK_CSV0000000000002010__8.csv,UK_CSV0000000000007396.csv,25,47,0.6527777777777778,UK,72
29124,UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__10.csv,11,39,0.78,UK,50
29126,UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__33.csv,12,37,0.7551020408163265,UK,49
29127,UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__31.csv,12,37,0.7551020408163265,UK,49
29128,UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__34.csv,12,37,0.7551020408163265,UK,49
29129,UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__32.csv,12,37,0.7551020408163265,UK,49
29130,UK_CSV0000000000002010__6.csv,UK_CSV0000000000006676.csv,26,67,0.7204301075268817,UK,93
29137,UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__11.csv,12,37,0.7551020408163265,UK,49
29146,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__26.csv,14,37,0.7254901960784313,UK,51
29147,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__29.csv,14,37,0.7254901960784313,UK,51
29148,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__27.csv,14,37,0.7254901960784313,UK,51
29149,UK_CSV0000000000006676__5.csv,UK_CSV0000000000006676__9.csv,14,35,0.7142857142857143,UK,49
29161,UK_CSV0000000000003896__4.csv,UK_CSV0000000000003896__18.csv,15,37,0.7115384615384616,UK,52
29162,UK_CSV0000000000003896__4.csv,UK_CSV0000000000003896__6.csv,12,42,0.7777777777777778,UK,54
29171,UK_CSV0000000000003896__4.csv,UK_CSV0000000000003896__15.csv,15,37,0.7115384615384616,UK,52
29185,UK_CSV0000000000002010__9.csv,UK_CSV0000000000006676__1.csv,12,45,0.7894736842105263,UK,57
29186,UK_CSV0000000000002010__9.csv,UK_CSV0000000000006676__2.csv,12,45,0.7894736842105263,UK,57
29202,UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__3.csv,12,42,0.7777777777777778,UK,54
29206,UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__15.csv,18,37,0.6727272727272727,UK,55
29211,UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__2.csv,12,42,0.7777777777777778,UK,54
29229,UK_CSV0000000000002010__8.csv,UK_CSV0000000000006676__1.csv,12,45,0.7894736842105263,UK,57
29230,UK_CSV0000000000002010__8.csv,UK_CSV0000000000006676__2.csv,12,45,0.7894736842105263,UK,57
29232,UK_CSV0000000000002010__8.csv,UK_CSV0000000000006676__4.csv,12,45,0.7894736842105263,UK,57
29294,UK_CSV0000000000002183__16.csv,UK_CSV0000000000002183__19.csv,28,4,0.125,UK,32
29297,UK_CSV0000000000002183__16.csv,UK_CSV0000000000002183__8.csv,14,31,0.6888888888888889,UK,45
29299,UK_CSV0000000000002183__16.csv,UK_CSV0000000000002183__7.csv,14,31,0.6888888888888889,UK,45
29301,UK_CSV0000000000002183__16.csv,UK_CSV0000000000002183__9.csv,14,31,0.6888888888888889,UK,45
29310,UK_CSV0000000000002183__16.csv,UK_CSV0000000000002183__5.csv,14,31,0.6888888888888889,UK,45
29311,UK_CSV0000000000002183__16.csv,UK_CSV0000000000002183__6.csv,14,31,0.6888888888888889,UK,45
29316,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__1.csv,11,41,0.7884615384615384,UK,52
29318,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__4.csv,11,41,0.7884615384615384,UK,52
29324,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__10.csv,8,30,0.7894736842105263,UK,38
29325,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__2.csv,11,41,0.7884615384615384,UK,52
29326,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__12.csv,8,30,0.7894736842105263,UK,38
29327,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__13.csv,8,30,0.7894736842105263,UK,38
29328,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__14.csv,8,30,0.7894736842105263,UK,38
29329,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__15.csv,14,31,0.6888888888888889,UK,45
29330,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__18.csv,13,33,0.717391304347826,UK,46
29331,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__17.csv,14,31,0.6888888888888889,UK,45
29332,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__11.csv,8,30,0.7894736842105263,UK,38
29333,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__16.csv,14,31,0.6888888888888889,UK,45
29334,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__0.csv,11,41,0.7884615384615384,UK,52
29335,UK_CSV0000000000002183__8.csv,UK_CSV0000000000002183__19.csv,13,33,0.717391304347826,UK,46
29341,UK_CSV0000000000005854__14.csv,UK_CSV0000000000005854__7.csv,12,36,0.75,UK,48
29342,UK_CSV0000000000005854__14.csv,UK_CSV0000000000005854__10.csv,12,36,0.75,UK,48
29343,UK_CSV0000000000005854__14.csv,UK_CSV0000000000005854__6.csv,12,36,0.75,UK,48
29344,UK_CSV0000000000005854__14.csv,UK_CSV0000000000005854__8.csv,12,36,0.75,UK,48
29345,UK_CSV0000000000005854__14.csv,UK_CSV0000000000005854__11.csv,12,36,0.75,UK,48
29346,UK_CSV0000000000005854__14.csv,UK_CSV0000000000005854__9.csv,12,36,0.75,UK,48
29354,UK_CSV0000000000003467__16.csv,UK_CSV0000000000003467__20.csv,10,26,0.7222222222222222,UK,36
29356,UK_CSV0000000000003467__16.csv,UK_CSV0000000000003467__23.csv,10,26,0.7222222222222222,UK,36
29359,UK_CSV0000000000003467__16.csv,UK_CSV0000000000003467__24.csv,10,26,0.7222222222222222,UK,36
29361,UK_CSV0000000000003467__16.csv,UK_CSV0000000000003467__21.csv,10,26,0.7222222222222222,UK,36
29362,UK_CSV0000000000003467__16.csv,UK_CSV0000000000003467__22.csv,10,26,0.7222222222222222,UK,36
29368,UK_CSV0000000000003896__13.csv,UK_CSV0000000000003896__8.csv,10,36,0.782608695652174,UK,46
29369,UK_CSV0000000000003896__13.csv,UK_CSV0000000000003896__6.csv,10,36,0.782608695652174,UK,46
29411,UK_CSV0000000000003896__8.csv,UK_CSV0000000000003896__14.csv,10,36,0.782608695652174,UK,46
29412,UK_CSV0000000000003896__8.csv,UK_CSV0000000000003896__13.csv,10,36,0.782608695652174,UK,46
29418,UK_CSV0000000000003896__8.csv,UK_CSV0000000000003896__12.csv,10,36,0.782608695652174,UK,46
29424,UK_CSV0000000000003896__8.csv,UK_CSV0000000000003896__18.csv,18,37,0.6727272727272727,UK,55
29441,UK_CSV0000000000003896__8.csv,UK_CSV0000000000003896__3.csv,12,42,0.7777777777777778,UK,54
29442,UK_CSV0000000000003896__8.csv,UK_CSV0000000000003896__15.csv,18,37,0.6727272727272727,UK,55
29454,UK_CSV0000000000003896__8.csv,UK_CSV0000000000003896__2.csv,12,42,0.7777777777777778,UK,54
29506,UK_CSV0000000000002183__1.csv,UK_CSV0000000000002183__8.csv,11,41,0.7884615384615384,UK,52
29508,UK_CSV0000000000002183__1.csv,UK_CSV0000000000002183__7.csv,11,41,0.7884615384615384,UK,52
29509,UK_CSV0000000000002183__1.csv,UK_CSV0000000000002183__9.csv,11,41,0.7884615384615384,UK,52
29511,UK_CSV0000000000002183__1.csv,UK_CSV0000000000002183__5.csv,11,41,0.7884615384615384,UK,52
29515,UK_CSV0000000000002183__1.csv,UK_CSV0000000000002183__6.csv,11,41,0.7884615384615384,UK,52
29575,UK_CSV0000000000003896__1.csv,UK_CSV0000000000003896__8.csv,12,42,0.7777777777777778,UK,54
29577,UK_CSV0000000000003896__1.csv,UK_CSV0000000000003896__6.csv,12,42,0.7777777777777778,UK,54
29589,UK_CSV0000000000003896__1.csv,UK_CSV0000000000003896__15.csv,15,37,0.7115384615384616,UK,52
29634,UK_CSV0000000000002010__30.csv,UK_CSV0000000000007396.csv,15,52,0.7761194029850746,UK,67
29643,UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__6.csv,12,37,0.7551020408163265,UK,49
29644,UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__7.csv,12,37,0.7551020408163265,UK,49
29649,UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__9.csv,12,37,0.7551020408163265,UK,49
29659,UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__8.csv,12,37,0.7551020408163265,UK,49
29661,UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__10.csv,11,39,0.78,UK,50
29675,UK_CSV0000000000002010__30.csv,UK_CSV0000000000002010__11.csv,12,37,0.7551020408163265,UK,49
29699,UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__8.csv,18,37,0.6727272727272727,UK,55
29701,UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__6.csv,18,37,0.6727272727272727,UK,55
29712,UK_CSV0000000000003896__16.csv,UK_CSV0000000000003896__3.csv,15,37,0.7115384615384616,UK,52
29771,UK_CSV0000000000002183__4.csv,UK_CSV0000000000002183__9.csv,11,41,0.7884615384615384,UK,52
29772,UK_CSV0000000000002183__4.csv,UK_CSV0000000000002183__7.csv,11,41,0.7884615384615384,UK,52
29773,UK_CSV0000000000002183__4.csv,UK_CSV0000000000002183__5.csv,11,41,0.7884615384615384,UK,52
29774,UK_CSV0000000000002183__4.csv,UK_CSV0000000000002183__8.csv,11,41,0.7884615384615384,UK,52
29775,UK_CSV0000000000002183__4.csv,UK_CSV0000000000002183__6.csv,11,41,0.7884615384615384,UK,52
29822,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__1.csv,11,41,0.7884615384615384,UK,52
29824,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__4.csv,11,41,0.7884615384615384,UK,52
29832,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__10.csv,8,30,0.7894736842105263,UK,38
29833,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__2.csv,11,41,0.7884615384615384,UK,52
29834,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__12.csv,8,30,0.7894736842105263,UK,38
29835,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__13.csv,8,30,0.7894736842105263,UK,38
29836,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__14.csv,8,30,0.7894736842105263,UK,38
29837,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__11.csv,8,30,0.7894736842105263,UK,38
29838,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__0.csv,11,41,0.7884615384615384,UK,52
29844,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__15.csv,14,31,0.6888888888888889,UK,45
29845,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__18.csv,13,33,0.717391304347826,UK,46
29846,UK_CSV0000000000002183__9.csv,UK_CSV0000000000002183__17.csv,14,31,0.6888888888888889,UK,45
30029,UK_CSV0000000000002010.csv,UK_CSV0000000000006676__3.csv,19,74,0.7956989247311828,UK,93
30030,UK_CSV0000000000002010.csv,UK_CSV0000000000006676__2.csv,19,74,0.7956989247311828,UK,93
30031,UK_CSV0000000000002010.csv,UK_CSV0000000000006676__0.csv,19,74,0.7956989247311828,UK,93
30032,UK_CSV0000000000002010.csv,UK_CSV0000000000006676.csv,52,58,0.5272727272727272,UK,110
30033,UK_CSV0000000000002010.csv,UK_CSV0000000000006676__5.csv,19,74,0.7956989247311828,UK,93
30034,UK_CSV0000000000002010.csv,UK_CSV0000000000006676__1.csv,19,74,0.7956989247311828,UK,93
30035,UK_CSV0000000000002010.csv,UK_CSV0000000000006676__4.csv,19,74,0.7956989247311828,UK,93
30052,UK_CSV0000000000002010__10.csv,UK_CSV0000000000002010.csv,37,45,0.5487804878048781,UK,82
30054,UK_CSV0000000000002010__10.csv,UK_CSV0000000000006676.csv,26,67,0.7204301075268817,UK,93
30059,UK_CSV0000000000002010__11.csv,UK_CSV0000000000007396.csv,24,49,0.6712328767123288,UK,73
30061,UK_CSV0000000000002010__11.csv,UK_CSV0000000000002010.csv,37,45,0.5487804878048781,UK,82
30062,UK_CSV0000000000002010__11.csv,UK_CSV0000000000006676.csv,26,67,0.7204301075268817,UK,93
30234,UK_CSV0000000000002010__24.csv,UK_CSV0000000000007396.csv,13,49,0.7903225806451613,UK,62
30257,UK_CSV0000000000002010__25.csv,UK_CSV0000000000007396.csv,13,49,0.7903225806451613,UK,62
30263,UK_CSV0000000000002010__26.csv,UK_CSV0000000000007396.csv,13,49,0.7903225806451613,UK,62
30275,UK_CSV0000000000002010__27.csv,UK_CSV0000000000007396.csv,13,49,0.7903225806451613,UK,62
30287,UK_CSV0000000000002010__28.csv,UK_CSV0000000000007396.csv,13,49,0.7903225806451613,UK,62
30297,UK_CSV0000000000002010__29.csv,UK_CSV0000000000007396.csv,13,49,0.7903225806451613,UK,62
30321,UK_CSV0000000000002010__32.csv,UK_CSV0000000000002010__6.csv,12,37,0.7551020408163265,UK,49
30325,UK_CSV0000000000002010__33.csv,UK_CSV0000000000007396.csv,15,52,0.7761194029850746,UK,67
30333,UK_CSV0000000000002010__33.csv,UK_CSV0000000000002010__7.csv,12,37,0.7551020408163265,UK,49
30335,UK_CSV0000000000002010__34.csv,UK_CSV0000000000007396.csv,15,52,0.7761194029850746,UK,67
30343,UK_CSV0000000000002010__34.csv,UK_CSV0000000000002010__11.csv,12,37,0.7551020408163265,UK,49
30347,UK_CSV0000000000002010__35.csv,UK_CSV0000000000007396.csv,15,52,0.7761194029850746,UK,67
30355,UK_CSV0000000000002010__35.csv,UK_CSV0000000000002010__7.csv,12,37,0.7551020408163265,UK,49
30356,UK_CSV0000000000002010__35.csv,UK_CSV0000000000002010__11.csv,12,37,0.7551020408163265,UK,49
30384,UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010.csv,37,45,0.5487804878048781,UK,82
30386,UK_CSV0000000000002010__7.csv,UK_CSV0000000000007396.csv,25,47,0.6527777777777778,UK,72
30388,UK_CSV0000000000002010__7.csv,UK_CSV0000000000006676.csv,27,65,0.7065217391304348,UK,92
30404,UK_CSV0000000000002010__8.csv,UK_CSV0000000000006676.csv,27,65,0.7065217391304348,UK,92
30412,UK_CSV0000000000002010__9.csv,UK_CSV0000000000006676.csv,27,65,0.7065217391304348,UK,92
30468,UK_CSV0000000000002064__9.csv,UK_CSV0000000000002064.csv,11,20,0.6451612903225806,UK,31
30477,UK_CSV0000000000002183.csv,UK_CSV0000000000002183__18.csv,28,51,0.6455696202531646,UK,79
30478,UK_CSV0000000000002183.csv,UK_CSV0000000000002183__19.csv,28,51,0.6455696202531646,UK,79
30513,UK_CSV0000000000002183__15.csv,UK_CSV0000000000002183__19.csv,28,4,0.125,UK,32
30514,UK_CSV0000000000002183__15.csv,UK_CSV0000000000002183__18.csv,28,4,0.125,UK,32
30520,UK_CSV0000000000002183__15.csv,UK_CSV0000000000002183__8.csv,14,31,0.6888888888888889,UK,45
30521,UK_CSV0000000000002183__15.csv,UK_CSV0000000000002183__6.csv,14,31,0.6888888888888889,UK,45
30523,UK_CSV0000000000002183__17.csv,UK_CSV0000000000002183__19.csv,28,4,0.125,UK,32
30524,UK_CSV0000000000002183__17.csv,UK_CSV0000000000002183__18.csv,28,4,0.125,UK,32
30530,UK_CSV0000000000002183__17.csv,UK_CSV0000000000002183__9.csv,14,31,0.6888888888888889,UK,45
30531,UK_CSV0000000000002183__18.csv,UK_CSV0000000000002183__19.csv,26,8,0.2352941176470588,UK,34
30534,UK_CSV0000000000002183__18.csv,UK_CSV0000000000002183__15.csv,28,4,0.125,UK,32
30535,UK_CSV0000000000002183__18.csv,UK_CSV0000000000002183__16.csv,28,4,0.125,UK,32
30536,UK_CSV0000000000002183__18.csv,UK_CSV0000000000002183.csv,28,51,0.6455696202531646,UK,79
30537,UK_CSV0000000000002183__18.csv,UK_CSV0000000000002183__17.csv,28,4,0.125,UK,32
30541,UK_CSV0000000000002183__18.csv,UK_CSV0000000000002183__7.csv,13,33,0.717391304347826,UK,46
30542,UK_CSV0000000000002183__19.csv,UK_CSV0000000000002183__18.csv,26,8,0.2352941176470588,UK,34
30543,UK_CSV0000000000002183__19.csv,UK_CSV0000000000002183__15.csv,28,4,0.125,UK,32
30544,UK_CSV0000000000002183__19.csv,UK_CSV0000000000002183__16.csv,28,4,0.125,UK,32
30545,UK_CSV0000000000002183__19.csv,UK_CSV0000000000002183__17.csv,28,4,0.125,UK,32
30546,UK_CSV0000000000002183__19.csv,UK_CSV0000000000002183__7.csv,13,33,0.717391304347826,UK,46
30549,UK_CSV0000000000002183__19.csv,UK_CSV0000000000002183.csv,28,51,0.6455696202531646,UK,79
30589,UK_CSV0000000000002183__3.csv,UK_CSV0000000000002183.csv,33,45,0.5769230769230769,UK,78
30594,UK_CSV0000000000002183__5.csv,UK_CSV0000000000002183__0.csv,11,41,0.7884615384615384,UK,52
30596,UK_CSV0000000000002183__5.csv,UK_CSV0000000000002183__4.csv,11,41,0.7884615384615384,UK,52
30597,UK_CSV0000000000002183__5.csv,UK_CSV0000000000002183__1.csv,11,41,0.7884615384615384,UK,52
30598,UK_CSV0000000000002183__5.csv,UK_CSV0000000000002183__2.csv,11,41,0.7884615384615384,UK,52
30599,UK_CSV0000000000002183__6.csv,UK_CSV0000000000002183__0.csv,11,41,0.7884615384615384,UK,52
30601,UK_CSV0000000000002183__6.csv,UK_CSV0000000000002183__4.csv,11,41,0.7884615384615384,UK,52
30602,UK_CSV0000000000002183__6.csv,UK_CSV0000000000002183__1.csv,11,41,0.7884615384615384,UK,52
30603,UK_CSV0000000000002183__6.csv,UK_CSV0000000000002183__2.csv,11,41,0.7884615384615384,UK,52
30604,UK_CSV0000000000002183__7.csv,UK_CSV0000000000002183__0.csv,11,41,0.7884615384615384,UK,52
30606,UK_CSV0000000000002183__7.csv,UK_CSV0000000000002183__4.csv,11,41,0.7884615384615384,UK,52
30607,UK_CSV0000000000002183__7.csv,UK_CSV0000000000002183__1.csv,11,41,0.7884615384615384,UK,52
30608,UK_CSV0000000000002183__7.csv,UK_CSV0000000000002183__2.csv,11,41,0.7884615384615384,UK,52
30609,UK_CSV0000000000002183__7.csv,UK_CSV0000000000002183__19.csv,13,33,0.717391304347826,UK,46
30610,UK_CSV0000000000002183__7.csv,UK_CSV0000000000002183__18.csv,13,33,0.717391304347826,UK,46
30696,UK_CSV0000000000003467__13.csv,UK_CSV0000000000003467__20.csv,11,34,0.7555555555555555,UK,45
30697,UK_CSV0000000000003467__13.csv,UK_CSV0000000000003467__21.csv,11,34,0.7555555555555555,UK,45
30699,UK_CSV0000000000003467__13.csv,UK_CSV0000000000003467__23.csv,11,34,0.7555555555555555,UK,45
30700,UK_CSV0000000000003467__13.csv,UK_CSV0000000000003467__24.csv,11,34,0.7555555555555555,UK,45
30701,UK_CSV0000000000003467__13.csv,UK_CSV0000000000003467__22.csv,11,34,0.7555555555555555,UK,45
30702,UK_CSV0000000000003467__14.csv,UK_CSV0000000000003467__20.csv,10,36,0.782608695652174,UK,46
30704,UK_CSV0000000000003467__14.csv,UK_CSV0000000000003467__21.csv,10,36,0.782608695652174,UK,46
30705,UK_CSV0000000000003467__14.csv,UK_CSV0000000000003467__23.csv,10,36,0.782608695652174,UK,46
30706,UK_CSV0000000000003467__14.csv,UK_CSV0000000000003467__24.csv,10,36,0.782608695652174,UK,46
30707,UK_CSV0000000000003467__14.csv,UK_CSV0000000000003467__22.csv,10,36,0.782608695652174,UK,46
30711,UK_CSV0000000000003467__14.csv,UK_CSV0000000000003467.csv,30,36,0.5454545454545454,UK,66
30743,UK_CSV0000000000003467__20.csv,UK_CSV0000000000003467__12.csv,11,34,0.7555555555555555,UK,45
30744,UK_CSV0000000000003467__20.csv,UK_CSV0000000000003467__14.csv,10,36,0.782608695652174,UK,46
30745,UK_CSV0000000000003467__20.csv,UK_CSV0000000000003467__13.csv,11,34,0.7555555555555555,UK,45
30746,UK_CSV0000000000003467__20.csv,UK_CSV0000000000003467__11.csv,11,34,0.7555555555555555,UK,45
30747,UK_CSV0000000000003467__20.csv,UK_CSV0000000000003467__10.csv,11,34,0.7555555555555555,UK,45
30748,UK_CSV0000000000003467__21.csv,UK_CSV0000000000003467__12.csv,11,34,0.7555555555555555,UK,45
30749,UK_CSV0000000000003467__21.csv,UK_CSV0000000000003467__14.csv,10,36,0.782608695652174,UK,46
30750,UK_CSV0000000000003467__21.csv,UK_CSV0000000000003467__13.csv,11,34,0.7555555555555555,UK,45
30751,UK_CSV0000000000003467__21.csv,UK_CSV0000000000003467__11.csv,11,34,0.7555555555555555,UK,45
30752,UK_CSV0000000000003467__21.csv,UK_CSV0000000000003467__10.csv,11,34,0.7555555555555555,UK,45
30754,UK_CSV0000000000003467__22.csv,UK_CSV0000000000003467__12.csv,11,34,0.7555555555555555,UK,45
30755,UK_CSV0000000000003467__22.csv,UK_CSV0000000000003467__14.csv,10,36,0.782608695652174,UK,46
30756,UK_CSV0000000000003467__22.csv,UK_CSV0000000000003467__13.csv,11,34,0.7555555555555555,UK,45
30757,UK_CSV0000000000003467__22.csv,UK_CSV0000000000003467__11.csv,11,34,0.7555555555555555,UK,45
30758,UK_CSV0000000000003467__22.csv,UK_CSV0000000000003467__10.csv,11,34,0.7555555555555555,UK,45
30761,UK_CSV0000000000003467__23.csv,UK_CSV0000000000003467__12.csv,11,34,0.7555555555555555,UK,45
